FILE NAME,label
COVID-2328,0
Normal-7564,1
COVID-2410,0
Lung_Opacity-566,3
Lung_Opacity-1407,3
COVID-2914,0
Normal-8955,1
COVID-1951,0
Normal-2825,1
COVID-103,0
Lung_Opacity-4594,3
COVID-169,0
Normal-10123,1
Normal-6581,1
Normal-4287,1
Lung_Opacity-2741,3
COVID-3423,0
Normal-2230,1
Normal-3008,1
Normal-5129,1
Normal-2192,1
COVID-1142,0
Normal-416,1
Normal-2508,1
COVID-2571,0
Normal-9755,1
COVID-42,0
Viral Pneumonia-739,2
Viral Pneumonia-490,2
Lung_Opacity-1013,3
Normal-2061,1
COVID-668,0
COVID-2196,0
Lung_Opacity-2841,3
Normal-2118,1
Lung_Opacity-887,3
Lung_Opacity-2217,3
Lung_Opacity-2128,3
COVID-3343,0
COVID-2761,0
Normal-7328,1
COVID-2338,0
Lung_Opacity-5635,3
Lung_Opacity-1969,3
Lung_Opacity-2620,3
Lung_Opacity-5029,3
COVID-1595,0
Lung_Opacity-4097,3
Lung_Opacity-5191,3
Normal-6871,1
Lung_Opacity-2306,3
Normal-1278,1
Normal-8308,1
Normal-401,1
Lung_Opacity-3644,3
Lung_Opacity-2922,3
Lung_Opacity-4998,3
Lung_Opacity-1068,3
COVID-1498,0
Normal-3159,1
Lung_Opacity-5529,3
Normal-5460,1
COVID-2691,0
Lung_Opacity-1552,3
Lung_Opacity-4458,3
Normal-811,1
Viral Pneumonia-343,2
Lung_Opacity-3209,3
Lung_Opacity-1763,3
Normal-3183,1
Normal-3099,1
Lung_Opacity-335,3
Normal-9501,1
Normal-9777,1
Normal-6717,1
Lung_Opacity-3700,3
Normal-4983,1
Lung_Opacity-724,3
Lung_Opacity-2845,3
Normal-4502,1
Lung_Opacity-3569,3
Normal-444,1
Lung_Opacity-539,3
Lung_Opacity-4707,3
Lung_Opacity-4650,3
Viral Pneumonia-758,2
Normal-5816,1
Normal-630,1
Normal-9032,1
Normal-2141,1
Normal-9870,1
COVID-2677,0
Lung_Opacity-1587,3
COVID-2192,0
COVID-151,0
Lung_Opacity-2695,3
COVID-540,0
Normal-7469,1
Lung_Opacity-2505,3
Lung_Opacity-5318,3
Normal-2994,1
Lung_Opacity-967,3
Lung_Opacity-251,3
Normal-779,1
COVID-922,0
Lung_Opacity-2833,3
Lung_Opacity-1105,3
Normal-7752,1
Lung_Opacity-3100,3
Lung_Opacity-1783,3
Lung_Opacity-2621,3
Lung_Opacity-4989,3
COVID-3239,0
Lung_Opacity-2397,3
Lung_Opacity-888,3
Normal-33,1
Normal-4882,1
Normal-3493,1
Lung_Opacity-3553,3
Normal-7355,1
Normal-8674,1
COVID-393,0
Lung_Opacity-5106,3
Normal-721,1
Normal-6591,1
Lung_Opacity-3628,3
Lung_Opacity-2697,3
COVID-1237,0
Viral Pneumonia-505,2
Lung_Opacity-3803,3
COVID-1772,0
COVID-1601,0
Normal-8327,1
Normal-2970,1
Lung_Opacity-1272,3
Lung_Opacity-1421,3
Viral Pneumonia-414,2
Lung_Opacity-1925,3
Viral Pneumonia-950,2
COVID-3562,0
COVID-2130,0
Lung_Opacity-476,3
Normal-939,1
COVID-3309,0
COVID-3547,0
COVID-2959,0
Lung_Opacity-4038,3
Normal-2064,1
Normal-9793,1
Normal-1625,1
Normal-5610,1
Lung_Opacity-1229,3
Normal-6431,1
Normal-6483,1
Normal-9987,1
COVID-2199,0
Normal-4156,1
Normal-1466,1
Normal-74,1
Normal-1959,1
COVID-110,0
Viral Pneumonia-422,2
Lung_Opacity-6000,3
Lung_Opacity-1676,3
Lung_Opacity-384,3
Viral Pneumonia-226,2
Normal-1978,1
Normal-5381,1
Normal-9244,1
Normal-3457,1
Lung_Opacity-4367,3
Lung_Opacity-4981,3
Lung_Opacity-3488,3
Viral Pneumonia-620,2
COVID-3178,0
Normal-717,1
Normal-2101,1
Lung_Opacity-2132,3
Lung_Opacity-183,3
COVID-3115,0
Viral Pneumonia-984,2
Normal-5847,1
COVID-443,0
COVID-942,0
Normal-40,1
Viral Pneumonia-571,2
Normal-5585,1
Normal-2075,1
Normal-5059,1
COVID-1913,0
Lung_Opacity-4090,3
Normal-373,1
Normal-5882,1
Viral Pneumonia-1113,2
COVID-606,0
Lung_Opacity-3928,3
Lung_Opacity-3724,3
Normal-1931,1
COVID-3154,0
Normal-5586,1
COVID-2752,0
Lung_Opacity-1464,3
Normal-2640,1
Normal-2445,1
Normal-8845,1
Normal-1376,1
Normal-1675,1
Lung_Opacity-4082,3
Normal-5437,1
Lung_Opacity-1280,3
Normal-7976,1
Normal-9597,1
Normal-1005,1
Normal-7378,1
COVID-3430,0
Lung_Opacity-5477,3
Lung_Opacity-2049,3
COVID-639,0
Normal-5679,1
Normal-7667,1
Normal-9069,1
COVID-498,0
COVID-3022,0
Normal-1488,1
Viral Pneumonia-872,2
Lung_Opacity-1002,3
COVID-3505,0
Normal-9095,1
Normal-6096,1
COVID-3146,0
Normal-3708,1
Lung_Opacity-4265,3
Lung_Opacity-1056,3
Lung_Opacity-5166,3
Lung_Opacity-4918,3
Lung_Opacity-4655,3
COVID-1023,0
Lung_Opacity-3007,3
Viral Pneumonia-1147,2
Viral Pneumonia-1171,2
Lung_Opacity-3516,3
COVID-350,0
Normal-4515,1
Lung_Opacity-1173,3
COVID-689,0
Normal-1548,1
Lung_Opacity-3787,3
Lung_Opacity-4675,3
Normal-2434,1
Lung_Opacity-3303,3
Normal-8626,1
Normal-7664,1
Normal-1089,1
Normal-9329,1
Normal-4496,1
Lung_Opacity-4699,3
Normal-7234,1
Lung_Opacity-5156,3
Normal-3935,1
Lung_Opacity-2441,3
Lung_Opacity-2338,3
Normal-7031,1
Lung_Opacity-189,3
Lung_Opacity-5379,3
Viral Pneumonia-956,2
Lung_Opacity-2638,3
Normal-4109,1
Lung_Opacity-1090,3
Lung_Opacity-3380,3
Normal-936,1
Viral Pneumonia-100,2
Lung_Opacity-5510,3
Lung_Opacity-3767,3
Lung_Opacity-263,3
Normal-27,1
Normal-2998,1
Normal-2845,1
COVID-2745,0
Lung_Opacity-5243,3
Viral Pneumonia-122,2
Lung_Opacity-4953,3
Normal-6034,1
COVID-1963,0
Lung_Opacity-4591,3
COVID-3078,0
Lung_Opacity-2001,3
Lung_Opacity-5732,3
Lung_Opacity-2196,3
Normal-4099,1
COVID-3286,0
Lung_Opacity-2125,3
COVID-27,0
Lung_Opacity-672,3
Normal-749,1
Lung_Opacity-122,3
COVID-2073,0
Normal-8067,1
COVID-786,0
Normal-8338,1
Normal-2626,1
Viral Pneumonia-577,2
Lung_Opacity-5135,3
Normal-3828,1
Normal-1516,1
Normal-6520,1
Lung_Opacity-2844,3
Normal-9162,1
Normal-5008,1
COVID-2441,0
Normal-6326,1
Viral Pneumonia-546,2
Normal-4846,1
Viral Pneumonia-1310,2
Normal-5082,1
Lung_Opacity-4741,3
Lung_Opacity-80,3
Lung_Opacity-749,3
Normal-6348,1
Lung_Opacity-3330,3
Viral Pneumonia-1169,2
Viral Pneumonia-341,2
COVID-2055,0
Viral Pneumonia-1344,2
Normal-5538,1
Lung_Opacity-155,3
Lung_Opacity-2459,3
Lung_Opacity-1355,3
Lung_Opacity-4722,3
Normal-2026,1
Normal-1490,1
Lung_Opacity-2462,3
Lung_Opacity-5583,3
Normal-1375,1
Lung_Opacity-5673,3
Lung_Opacity-3046,3
Normal-7774,1
Lung_Opacity-2203,3
Normal-8348,1
Lung_Opacity-1275,3
Viral Pneumonia-19,2
Normal-8129,1
Normal-7518,1
Lung_Opacity-4988,3
Normal-3452,1
Viral Pneumonia-688,2
Normal-10077,1
Lung_Opacity-1936,3
Lung_Opacity-331,3
Normal-747,1
Lung_Opacity-1615,3
Normal-2128,1
Lung_Opacity-1302,3
Normal-997,1
Normal-9018,1
Lung_Opacity-23,3
Lung_Opacity-5055,3
Viral Pneumonia-699,2
Normal-383,1
Lung_Opacity-2220,3
Normal-3324,1
Lung_Opacity-2518,3
Normal-9379,1
Normal-9306,1
COVID-2823,0
Normal-8962,1
COVID-2180,0
Viral Pneumonia-110,2
Lung_Opacity-698,3
Viral Pneumonia-997,2
Normal-2644,1
Normal-4444,1
Lung_Opacity-3268,3
Normal-3839,1
COVID-2822,0
Normal-8628,1
Viral Pneumonia-1314,2
Lung_Opacity-4036,3
Lung_Opacity-5985,3
Normal-8187,1
Normal-4290,1
Lung_Opacity-5765,3
Lung_Opacity-3515,3
Normal-1143,1
Lung_Opacity-4751,3
Lung_Opacity-1643,3
Lung_Opacity-5892,3
Normal-2506,1
Normal-9583,1
Normal-1590,1
Normal-3408,1
Lung_Opacity-2266,3
Normal-1264,1
COVID-2156,0
Normal-6814,1
Lung_Opacity-4084,3
Viral Pneumonia-1226,2
Normal-4462,1
Normal-10090,1
Lung_Opacity-2624,3
Lung_Opacity-3343,3
COVID-1401,0
Lung_Opacity-4207,3
Lung_Opacity-3041,3
Normal-1112,1
Lung_Opacity-4970,3
Lung_Opacity-2817,3
Lung_Opacity-4411,3
COVID-741,0
Normal-4838,1
Viral Pneumonia-409,2
Normal-9074,1
Normal-5038,1
Lung_Opacity-579,3
Normal-3999,1
COVID-211,0
Normal-9167,1
Normal-6536,1
Normal-6981,1
Viral Pneumonia-221,2
COVID-1230,0
Normal-6403,1
Lung_Opacity-5412,3
Normal-6093,1
COVID-960,0
Lung_Opacity-272,3
Normal-5755,1
COVID-2177,0
Normal-1434,1
Lung_Opacity-1756,3
Lung_Opacity-1604,3
COVID-1130,0
Normal-5298,1
Normal-122,1
Lung_Opacity-1238,3
Lung_Opacity-4094,3
Lung_Opacity-777,3
Normal-8039,1
Normal-7858,1
Normal-1190,1
Lung_Opacity-3217,3
COVID-3386,0
Viral Pneumonia-3,2
Normal-7603,1
COVID-1126,0
Viral Pneumonia-147,2
Normal-6358,1
Normal-7779,1
Normal-1449,1
COVID-3418,0
Normal-24,1
Lung_Opacity-1594,3
Lung_Opacity-4439,3
Lung_Opacity-4442,3
Normal-2293,1
Normal-3911,1
COVID-38,0
Lung_Opacity-1627,3
Normal-9465,1
Normal-2910,1
Lung_Opacity-1827,3
Lung_Opacity-1174,3
Normal-9667,1
Lung_Opacity-248,3
Normal-3004,1
Normal-6952,1
Normal-7160,1
COVID-472,0
Lung_Opacity-2857,3
Normal-9155,1
Lung_Opacity-2195,3
COVID-2685,0
Normal-6170,1
Normal-6443,1
COVID-2021,0
Normal-6962,1
Normal-5158,1
Normal-2987,1
Normal-2357,1
Normal-7186,1
Viral Pneumonia-712,2
Lung_Opacity-4233,3
Lung_Opacity-16,3
COVID-1076,0
Normal-1041,1
COVID-248,0
COVID-2509,0
Viral Pneumonia-344,2
Lung_Opacity-3627,3
Normal-143,1
Lung_Opacity-3832,3
Lung_Opacity-4219,3
Normal-9735,1
COVID-1857,0
Lung_Opacity-658,3
Normal-5225,1
Lung_Opacity-2175,3
Lung_Opacity-945,3
Normal-4863,1
Normal-3299,1
Normal-5468,1
Normal-10014,1
Lung_Opacity-4344,3
Normal-3426,1
COVID-2667,0
Lung_Opacity-503,3
Lung_Opacity-4185,3
Normal-6902,1
Normal-6285,1
Normal-793,1
Lung_Opacity-742,3
COVID-2949,0
COVID-624,0
Normal-8759,1
Normal-5481,1
Normal-1283,1
Normal-3468,1
Lung_Opacity-768,3
Normal-3814,1
COVID-722,0
Viral Pneumonia-85,2
Normal-137,1
Normal-6217,1
Lung_Opacity-4568,3
Normal-1088,1
Normal-7806,1
Normal-7154,1
Viral Pneumonia-851,2
Lung_Opacity-2320,3
Normal-2684,1
Normal-1756,1
Normal-2851,1
Lung_Opacity-2010,3
Normal-9394,1
COVID-1417,0
Normal-1473,1
Normal-6325,1
Normal-9339,1
Lung_Opacity-2574,3
Normal-6633,1
Lung_Opacity-2717,3
Lung_Opacity-2781,3
Normal-7122,1
COVID-1649,0
Normal-1073,1
Normal-7506,1
Viral Pneumonia-516,2
Viral Pneumonia-137,2
Normal-9845,1
Normal-3018,1
COVID-8,0
Lung_Opacity-3680,3
Viral Pneumonia-693,2
COVID-331,0
Normal-9424,1
COVID-2998,0
Normal-4409,1
Normal-5194,1
Normal-1430,1
Normal-757,1
Normal-4113,1
Normal-1910,1
Normal-6619,1
COVID-1106,0
Lung_Opacity-4611,3
Lung_Opacity-1179,3
Lung_Opacity-4418,3
Lung_Opacity-5902,3
Normal-8537,1
Normal-6224,1
Normal-3733,1
Normal-2523,1
Lung_Opacity-938,3
Normal-3713,1
Normal-3988,1
Normal-8475,1
Lung_Opacity-1112,3
COVID-762,0
Normal-5291,1
Lung_Opacity-2141,3
Lung_Opacity-2910,3
Normal-5385,1
Normal-8044,1
Lung_Opacity-1795,3
Normal-488,1
Normal-7416,1
COVID-340,0
COVID-2978,0
Lung_Opacity-3429,3
Normal-1312,1
Normal-4189,1
Normal-6442,1
Normal-6589,1
Lung_Opacity-5230,3
COVID-2662,0
Lung_Opacity-1540,3
COVID-2706,0
COVID-2740,0
Normal-7978,1
Normal-9382,1
COVID-3560,0
Lung_Opacity-2025,3
Viral Pneumonia-718,2
Lung_Opacity-3917,3
Lung_Opacity-997,3
Viral Pneumonia-637,2
Normal-5542,1
Normal-8754,1
Lung_Opacity-5111,3
COVID-1556,0
COVID-962,0
COVID-155,0
Lung_Opacity-3869,3
Normal-9824,1
Normal-2831,1
Normal-6697,1
Normal-1810,1
Normal-4166,1
Viral Pneumonia-270,2
Normal-5274,1
Viral Pneumonia-106,2
Normal-10179,1
COVID-1386,0
Normal-7385,1
Normal-2979,1
Normal-4238,1
Normal-176,1
Normal-7533,1
Lung_Opacity-5773,3
COVID-3581,0
Lung_Opacity-5521,3
Normal-1367,1
Normal-8171,1
Lung_Opacity-2346,3
Lung_Opacity-5708,3
Lung_Opacity-1748,3
Lung_Opacity-2388,3
Normal-3484,1
COVID-1698,0
Lung_Opacity-217,3
Viral Pneumonia-903,2
Normal-9749,1
Normal-9136,1
Normal-4971,1
Normal-7362,1
Viral Pneumonia-181,2
Normal-4200,1
Lung_Opacity-5132,3
Lung_Opacity-203,3
COVID-284,0
Lung_Opacity-902,3
Lung_Opacity-3234,3
Viral Pneumonia-418,2
Normal-2097,1
COVID-1609,0
COVID-3405,0
Normal-1692,1
Normal-6082,1
Lung_Opacity-839,3
Normal-3371,1
Normal-7629,1
COVID-2560,0
Normal-7331,1
Lung_Opacity-193,3
Normal-5164,1
Lung_Opacity-5602,3
COVID-2247,0
Normal-4295,1
Normal-2784,1
COVID-2824,0
Normal-7182,1
Viral Pneumonia-1062,2
Normal-7875,1
Normal-5825,1
Viral Pneumonia-1219,2
Lung_Opacity-5120,3
Normal-1960,1
Normal-9397,1
Lung_Opacity-1336,3
Normal-9287,1
COVID-2417,0
COVID-374,0
Normal-2806,1
COVID-3306,0
Lung_Opacity-3774,3
COVID-157,0
COVID-453,0
Normal-639,1
Normal-8726,1
Normal-5371,1
Normal-1185,1
Lung_Opacity-5810,3
Lung_Opacity-4571,3
Normal-1273,1
Lung_Opacity-5788,3
Normal-1368,1
Normal-9526,1
Normal-3622,1
COVID-763,0
Normal-3952,1
Normal-9842,1
COVID-487,0
Normal-2198,1
Normal-6183,1
Lung_Opacity-2199,3
Lung_Opacity-2552,3
Lung_Opacity-161,3
Lung_Opacity-3598,3
Normal-313,1
COVID-1605,0
COVID-2853,0
Lung_Opacity-1359,3
Lung_Opacity-113,3
Normal-2421,1
Lung_Opacity-2761,3
Lung_Opacity-2742,3
Normal-9633,1
Lung_Opacity-5712,3
Normal-4561,1
Lung_Opacity-1053,3
Normal-6336,1
Normal-5564,1
Normal-4648,1
Normal-961,1
Normal-6075,1
Normal-969,1
Normal-6791,1
Normal-3533,1
Lung_Opacity-754,3
Lung_Opacity-20,3
Normal-7532,1
Normal-8563,1
Lung_Opacity-2232,3
Normal-8900,1
Normal-8560,1
Lung_Opacity-854,3
Lung_Opacity-1463,3
Normal-6686,1
Normal-7371,1
Lung_Opacity-7,3
Normal-6433,1
Normal-7037,1
Lung_Opacity-2428,3
COVID-2429,0
COVID-1867,0
Normal-5929,1
Lung_Opacity-1894,3
COVID-2110,0
Normal-16,1
Viral Pneumonia-977,2
Lung_Opacity-5096,3
COVID-1159,0
Normal-2324,1
Lung_Opacity-4356,3
Lung_Opacity-5903,3
Lung_Opacity-1447,3
Lung_Opacity-4912,3
Lung_Opacity-2749,3
Normal-5641,1
Normal-836,1
Normal-2147,1
Normal-5861,1
Normal-6084,1
Lung_Opacity-1987,3
Normal-9772,1
COVID-2934,0
Lung_Opacity-1135,3
Lung_Opacity-4274,3
COVID-977,0
Normal-2024,1
COVID-431,0
Normal-7552,1
COVID-2659,0
Normal-4117,1
Viral Pneumonia-1112,2
Lung_Opacity-186,3
Normal-4787,1
COVID-2311,0
COVID-1426,0
COVID-422,0
Normal-7130,1
COVID-3450,0
COVID-660,0
Normal-1662,1
Lung_Opacity-3583,3
Normal-1103,1
Normal-5484,1
Lung_Opacity-5674,3
COVID-1017,0
COVID-2237,0
Normal-8966,1
Normal-5656,1
Normal-6927,1
COVID-1329,0
COVID-1198,0
Normal-9694,1
Lung_Opacity-911,3
Lung_Opacity-5358,3
Lung_Opacity-1889,3
Normal-9214,1
Lung_Opacity-5210,3
Lung_Opacity-433,3
Normal-7906,1
Normal-4475,1
Normal-3022,1
Lung_Opacity-2540,3
Lung_Opacity-1710,3
COVID-271,0
Lung_Opacity-5550,3
Lung_Opacity-5617,3
Lung_Opacity-143,3
Lung_Opacity-1117,3
Normal-4796,1
Normal-8891,1
COVID-1542,0
Normal-6708,1
COVID-1494,0
Normal-6837,1
Normal-3746,1
Viral Pneumonia-319,2
Normal-7959,1
Lung_Opacity-4612,3
Normal-5430,1
Normal-5521,1
COVID-2850,0
Normal-3038,1
Normal-9163,1
COVID-277,0
Lung_Opacity-1940,3
Lung_Opacity-4000,3
Lung_Opacity-3716,3
Normal-3975,1
Normal-9692,1
Normal-4644,1
Normal-3040,1
Lung_Opacity-4609,3
Normal-5434,1
Viral Pneumonia-1266,2
Lung_Opacity-5281,3
Normal-10032,1
Normal-4779,1
Normal-9393,1
Normal-5694,1
Normal-4127,1
Normal-3620,1
Normal-3279,1
Lung_Opacity-2932,3
COVID-789,0
Lung_Opacity-2986,3
Normal-348,1
Normal-1788,1
Lung_Opacity-5872,3
Lung_Opacity-5487,3
Lung_Opacity-3870,3
Normal-5735,1
Normal-4378,1
COVID-3117,0
Lung_Opacity-4777,3
COVID-1956,0
Normal-921,1
Normal-571,1
Normal-4555,1
Lung_Opacity-1521,3
Lung_Opacity-2618,3
Normal-8913,1
Normal-3672,1
Viral Pneumonia-575,2
COVID-369,0
Normal-6558,1
Lung_Opacity-589,3
Normal-701,1
Normal-2938,1
Normal-1389,1
Lung_Opacity-1856,3
Normal-6812,1
Lung_Opacity-5018,3
Lung_Opacity-4495,3
Lung_Opacity-4803,3
Lung_Opacity-179,3
Lung_Opacity-2179,3
Viral Pneumonia-506,2
COVID-1359,0
Lung_Opacity-510,3
Normal-6537,1
Viral Pneumonia-766,2
Lung_Opacity-2859,3
Normal-2718,1
Lung_Opacity-2472,3
COVID-1722,0
Normal-1438,1
COVID-3053,0
COVID-425,0
Normal-9901,1
COVID-2611,0
Normal-1417,1
Normal-3267,1
COVID-2561,0
Normal-34,1
Normal-6682,1
Normal-2862,1
COVID-1697,0
Lung_Opacity-3019,3
Viral Pneumonia-694,2
Normal-3590,1
Normal-135,1
Lung_Opacity-3712,3
Normal-3811,1
Lung_Opacity-3044,3
Lung_Opacity-2313,3
COVID-1940,0
Lung_Opacity-972,3
Lung_Opacity-1825,3
COVID-1829,0
Normal-2774,1
COVID-3383,0
Normal-7473,1
Lung_Opacity-5653,3
Normal-8165,1
Normal-6010,1
COVID-2439,0
Viral Pneumonia-656,2
Normal-5065,1
COVID-836,0
Viral Pneumonia-686,2
Normal-5246,1
Normal-172,1
Lung_Opacity-3106,3
Viral Pneumonia-1299,2
Normal-3444,1
Lung_Opacity-942,3
Viral Pneumonia-1085,2
Lung_Opacity-1401,3
Lung_Opacity-2800,3
Normal-839,1
Normal-4232,1
Lung_Opacity-3756,3
Viral Pneumonia-1069,2
Normal-10019,1
Normal-8277,1
Lung_Opacity-3957,3
Viral Pneumonia-406,2
Lung_Opacity-4440,3
Normal-2170,1
Lung_Opacity-856,3
Lung_Opacity-294,3
Normal-6112,1
Normal-1873,1
Normal-3508,1
Lung_Opacity-3635,3
Normal-9682,1
Lung_Opacity-1015,3
Normal-2688,1
Lung_Opacity-2406,3
COVID-2246,0
Normal-9373,1
Lung_Opacity-3531,3
Normal-4364,1
Normal-2882,1
Lung_Opacity-1394,3
Normal-1602,1
Normal-7538,1
Normal-6367,1
Lung_Opacity-5073,3
Normal-52,1
Lung_Opacity-2409,3
COVID-625,0
COVID-2368,0
Normal-3486,1
Normal-2739,1
Normal-6972,1
Lung_Opacity-1657,3
Viral Pneumonia-949,2
Normal-5360,1
Normal-4147,1
Lung_Opacity-28,3
Normal-4853,1
COVID-837,0
COVID-3557,0
Normal-6630,1
Lung_Opacity-3985,3
Normal-8317,1
Lung_Opacity-164,3
Normal-8780,1
Lung_Opacity-2182,3
Lung_Opacity-3580,3
Normal-32,1
Normal-7634,1
Normal-6328,1
Lung_Opacity-4250,3
COVID-586,0
Lung_Opacity-3602,3
Normal-7980,1
Lung_Opacity-1273,3
Normal-1464,1
COVID-3456,0
Lung_Opacity-3087,3
Normal-4804,1
Normal-6835,1
Normal-6077,1
Viral Pneumonia-756,2
Normal-9672,1
Normal-7133,1
Normal-4806,1
COVID-981,0
Normal-7639,1
Normal-2865,1
Lung_Opacity-5855,3
Normal-429,1
Normal-1728,1
Normal-707,1
Normal-10112,1
Normal-6623,1
Lung_Opacity-2869,3
Normal-2562,1
Normal-6753,1
Normal-6051,1
COVID-1176,0
Normal-8970,1
Normal-459,1
Normal-1975,1
Lung_Opacity-1658,3
COVID-1800,0
Normal-7168,1
COVID-986,0
Viral Pneumonia-1057,2
Viral Pneumonia-737,2
Viral Pneumonia-1166,2
Normal-2320,1
Normal-4017,1
COVID-508,0
Lung_Opacity-1217,3
COVID-3011,0
Normal-6760,1
Normal-7232,1
Lung_Opacity-2501,3
Lung_Opacity-5213,3
COVID-3215,0
COVID-2569,0
Normal-5556,1
Lung_Opacity-4923,3
Lung_Opacity-4859,3
Lung_Opacity-5866,3
Normal-4146,1
COVID-1059,0
COVID-1701,0
Normal-10089,1
Lung_Opacity-2786,3
COVID-3435,0
Normal-3135,1
Normal-7715,1
Lung_Opacity-4933,3
Normal-9914,1
Normal-1076,1
COVID-1594,0
Lung_Opacity-2042,3
Normal-2244,1
COVID-1090,0
Lung_Opacity-4762,3
Normal-8892,1
Normal-3865,1
Normal-1705,1
Normal-1153,1
Normal-1964,1
Lung_Opacity-89,3
Lung_Opacity-5332,3
COVID-635,0
Lung_Opacity-3856,3
Lung_Opacity-5323,3
Normal-9974,1
Viral Pneumonia-1044,2
Normal-5510,1
COVID-1945,0
Lung_Opacity-4960,3
Lung_Opacity-118,3
Lung_Opacity-4895,3
Lung_Opacity-5068,3
Lung_Opacity-3437,3
COVID-1146,0
Lung_Opacity-3861,3
Normal-8299,1
Normal-5289,1
Normal-7061,1
Lung_Opacity-2263,3
Normal-2959,1
Lung_Opacity-1387,3
Viral Pneumonia-81,2
Normal-7917,1
Normal-4115,1
Normal-6410,1
Viral Pneumonia-302,2
Normal-243,1
